Date,Close,High,Low,Open,Volume
2015-01-01,308.0735168457031,309.77136522053195,298.52316644860247,300.8576971844587,2460188
2015-01-02,309.8987121582031,311.5541035693214,307.30949694036144,308.83754612825174,2795887
2015-01-05,303.0224914550781,310.9174808464422,301.87646871701355,310.9174808464422,1605267
2015-01-06,300.6454772949219,302.30086872249564,295.76415950129893,302.30086872249564,3916948
2015-01-07,301.3670654296875,303.9138526021553,297.546942161836,298.77785000978116,4899318
2015-01-08,306.5879211425781,308.1159702896322,299.7965277214001,302.6828842981118,7096620
2015-01-09,302.0461730957031,309.77136155058497,300.4756669607705,307.73394352492824,3831782
2015-01-12,296.2311096191406,301.9613379879476,294.6606032235141,301.9613379879476,2276975
2015-01-13,293.9814453125,299.07499090236047,292.2836255279716,297.0375726664163,1604173
2015-01-14,293.5570373535156,295.59445591557187,292.5807850720665,294.5333183803944,3415213
2015-01-15,296.5706481933594,299.32966271746227,291.4346745732054,293.81166241468026,4966049
2015-01-16,291.0527038574219,298.82032175519777,287.869234107384,294.57571458543157,9779165
2015-01-19,297.5044860839844,299.07499238881894,290.24620873460515,291.94405727299727,3385131
2015-01-20,301.2821960449219,303.0649299122139,295.46708247867355,297.5045008257007,2891041
2015-01-21,313.251953125,314.1008629557529,300.942588106545,301.36704302192146,5052826
2015-01-22,314.10089111328125,317.4541312380327,306.5879579504379,316.9447910430058,2502844
2015-01-23,326.0706481933594,329.16920347414276,315.79870158137436,316.605183142864,6269436
2015-01-27,334.6448059082031,335.32394537060395,323.948402493531,324.8822264406889,5268554
2015-01-28,317.1569519042969,335.91810986491953,315.45910370177955,334.2202616624022,4490563
2015-01-29,319.0246276855469,323.01455011691655,308.2008829811257,318.1757178049745,7542171
2015-01-30,317.241943359375,323.2692849375562,310.8326037735991,323.2692849375562,5409140
2015-02-02,305.0174865722656,316.9448273553678,302.6404983171491,314.1009270998176,4157252
2015-02-03,315.416748046875,317.4965946076896,305.6965971892416,305.739025438181,4242370
2015-02-04,313.2095642089844,320.29807206901114,309.85632365603254,318.3455387903192,5535031
2015-02-05,309.6016540527344,315.7138806273501,305.65415941838467,314.1009171759816,8259274
2015-02-06,312.61529541015625,314.1008877311532,304.7627638746142,309.7713955110538,3318996
2015-02-09,302.3009033203125,310.45054791182343,299.8814870143007,309.8562937113151,3030260
2015-02-10,302.3432922363281,307.1396955189377,299.6691633088892,301.62169595923416,6847286
2015-02-11,302.3009033203125,306.1634837600503,295.42465237405463,303.0224710144623,3489433
2015-02-12,299.4145202636719,305.4842884154238,296.5281925243824,304.76272085331203,4361948
2015-02-13,301.3670654296875,302.6404590159214,296.5282330419339,300.3483563097854,3377769
2015-02-16,306.7576904296875,310.23827235834574,298.8202745513517,299.66918435303427,2355833
2015-02-18,298.8203125,308.62534843448003,297.54694763576526,308.20089347973516,3408770
2015-02-19,302.8102722167969,304.2534364872359,297.29229963730336,301.32467969293356,3057263
2015-02-20,296.5706481933594,304.5929498197351,295.6368531004193,301.36705212187405,4072136
2015-02-23,294.83038330078125,297.88648190254094,293.0476495346131,295.4246374713123,2410807
2015-02-24,290.37347412109375,296.99503855029434,288.7180830137936,293.8115985355506,7390936
2015-02-25,295.93402099609375,297.54698451857206,292.5807804452729,294.4908567238165,2882686
2015-02-26,296.5706481933594,299.32966271746227,293.939004642223,297.1224453490952,4571845
2015-02-27,301.536865234375,303.99873842583986,294.87281332207175,296.2735491441596,3711112
2015-03-02,296.31597900390625,308.1584031907169,293.30230890723743,302.47063267357106,4619840
2015-03-03,296.4858093261719,297.63186080787085,291.7742898973455,297.1224918180365,2293482
2015-03-04,298.18365478515625,304.25342438108487,296.5282630771757,298.82033727005,3694564
2015-03-05,295.3397521972656,298.73544957980437,292.0714258051783,298.310994593344,3879220
2015-03-09,291.56201171875,294.3634544395881,287.8692021660736,294.3634544395881,3823862
2015-03-10,312.360595703125,324.54261886442606,289.26994291039017,290.3735372217441,12896222
2015-03-11,330.6972961425781,334.47499093389973,307.52172974745133,314.1008672622591,14318713
2015-03-12,337.7008972167969,339.4836309277601,328.57500119595414,330.6123906188949,18411651
2015-03-13,339.78076171875,341.86063698920833,330.5699799702615,338.6771673384938,12653947
2015-03-16,329.7210693359375,339.483677849627,327.8534501295147,339.483677849627,15605904
2015-03-17,328.1505432128906,333.11674679395907,321.741204248012,332.9469763060143,13158523
2015-03-18,324.50018310546875,331.3340056302265,323.8635006715889,327.59873877819484,4777244
2015-03-19,324.2454833984375,326.7922705051425,322.37786443288826,325.13685026215694,4636137
2015-03-20,322.8023376464844,329.2117052770749,320.55269186392326,323.4390488319245,7256601
2015-03-23,325.34912109375,330.9944352358133,320.8922578294782,325.9858035263207,3546841
2015-03-24,334.34771728515625,336.59736332341873,323.9484258557816,324.11822510634084,8101985
2015-03-25,335.32391357421875,337.40378876013665,328.4900913477053,328.53254833961466,11374656
2015-03-26,339.2713928222656,342.5397474383447,331.07929215975764,331.07929215975764,12656646
2015-03-27,319.618896484375,343.38869042847875,315.0347196794429,340.41747696500056,9357286
2015-03-30,330.5699462890625,333.54115941429546,320.5526551547054,322.59007322393967,5166621
2015-03-31,333.8807373046875,335.9181554240344,326.8346878676802,330.27281297818854,6709861
2015-04-01,341.5211181640625,343.68585025349125,333.6685853513132,333.88081286026,6096908
2015-04-06,340.2476501464844,347.2936996410182,338.25268900120335,341.5210436678285,4825167
2015-04-07,343.60089111328125,348.05772533365393,336.34261413361384,341.26636027143957,4691848
2015-04-08,355.8254089355469,358.96642171813954,345.51100364921837,345.51100364921837,6392808
2015-04-09,345.6807556152344,356.97141248030243,344.0253640674112,355.867818115087,5176227
2015-04-10,349.7131042480469,351.36852439515684,340.84189311640637,345.51095463257747,5103339
2015-04-13,361.3857727050781,362.489366929876,346.3598509619227,347.29367472694616,4307880
2015-04-15,352.4297180175781,360.7915903414675,347.3362007756987,360.7915903414675,3883730
2015-04-16,354.84912109375,359.0512999689331,351.8354506104329,353.2786147330477,3429760
2015-04-17,344.61962890625,360.53689119912144,342.8793520638917,356.50454031472356,6165372
2015-04-20,341.5211181640625,346.0203815973354,338.5074472934168,342.794483217743,3642501
2015-04-21,338.1253356933594,348.01528460509445,334.47498321175823,337.5735385594595,4315761
2015-04-22,339.0592041015625,340.672138726152,332.09803915532495,337.0217857643086,4659581
2015-04-23,339.441162109375,342.030377348279,337.02174608463054,341.09658227938235,6374398
2015-04-24,338.8470153808594,342.2851412523934,335.2815472555012,339.5685831586234,8213565
2015-04-27,331.92828369140625,342.7095725762291,326.1131698898299,338.6771927140892,16825758
2015-04-28,340.2052001953125,347.6332471505261,325.47639101259387,330.2303663599017,5756976
2015-04-29,328.8296813964844,341.6908450171239,325.90092489995214,334.4750243985697,12480808
2015-04-30,323.5238952636719,329.38143624904586,315.628936220158,328.91455309630015,9124401
2015-05-04,333.5411376953125,334.559846663595,317.1569664659655,317.1569664659655,5025010
2015-05-05,328.5749816894531,332.77713125999065,324.71237304806147,332.77713125999065,2710648
2015-05-06,331.2491455078125,343.8131683811104,327.6836776150234,333.8807894304224,15076384
2015-05-07,334.1778564453125,339.9929694738666,327.1318356178503,330.99441572468766,8782001
2015-05-08,337.8282470703125,339.56852382917896,334.5598922779715,337.0217654339544,6371723
2015-05-11,336.3426513671875,341.9030805104922,335.06925770093306,337.0217908231329,4799566
2015-05-12,332.3951110839844,339.01670549458896,330.1879225289238,336.59728948195897,6930590
2015-05-13,324.7548828125,339.5685511888715,323.18437640557823,336.1728826367847,6440531
2015-05-14,327.6836853027344,332.94700201686356,323.35416383526405,324.28798782735146,5484794
2015-05-15,332.7771911621094,335.32394980709364,328.5325838386598,329.38149380517865,4322623
2015-05-18,337.40380859375,339.39876991311905,332.77717476606614,334.4750233608779,4866514
2015-05-19,337.8707275390625,343.81318387667864,335.40885400256855,338.6347810466055,6042689
2015-05-20,340.0354309082031,342.8368737265793,336.8944183922837,337.233988089827,5645720
2015-05-21,336.5549011230469,341.86067488051293,334.05059936579283,340.4175106274948,2829064
2015-05-22,335.239013671875,338.46491129856986,331.6310893709799,335.7483538253855,3589617
2015-05-25,339.4836730957031,347.2088630512463,333.03187683991473,335.2390657570906,5979086
2015-05-26,340.0354309082031,345.46851732347164,338.0404697146704,341.2663674686196,6978361
2015-05-27,346.99658203125,350.68939157091665,339.695848186692,339.695848186692,5615442
2015-05-28,342.11529541015625,350.392282072715,339.5261086682312,349.7555996357261,8018965
2015-05-29,361.30096435546875,369.28081006214694,341.5210918392449,341.9030898277323,75197864
2015-06-01,353.6606750488281,357.3534853225174,348.2275877619259,353.1088777949731,4727277
2015-06-02,354.9340515136719,360.3671385358863,350.3923027084802,356.84412768255504,4759119
2015-06-03,357.1412353515625,359.0937397437703,347.3786271542421,354.97647472544526,4054895
2015-06-04,353.4908142089844,360.28217876839835,351.4533962175337,356.9713673459356,3630919
2015-06-05,352.8117370605469,358.5419366464783,351.2836589249288,354.00021672564844,5527337
2015-06-08,348.524658203125,354.76422648674657,346.40235469700895,354.29731454122447,3158812
2015-06-09,346.3174743652344,349.75559976988933,341.98798205028277,349.75559976988933,3013310
2015-06-10,352.34478759765625,355.3160008169169,346.44478940436414,347.88795339605343,3796042
2015-06-11,348.524658203125,354.5944560040615,347.2937215946692,354.0850870651554,3434353
2015-06-12,352.1325988769531,357.6930279930532,345.9779155534515,348.9915860949298,2529220
2015-06-15,351.1562805175781,355.18865980817236,349.4160038216232,354.67931964571017,2604882
2015-06-16,351.7081604003906,352.5570703832692,347.3362107486243,350.64699417636433,4285319
2015-06-17,358.49951171875,360.36713085133766,352.09014387781997,352.8117403298578,4864718
2015-06-18,362.0224914550781,367.9649468169644,351.3685460428616,354.9340135109085,6872461
2015-06-19,368.431884765625,371.23332779485014,362.0649740165545,362.0649740165545,3747410
2015-06-22,360.3671569824219,370.129765818063,359.5182469729874,369.19594181134187,4135774
2015-06-23,365.2908020019531,368.6015846085743,363.59295371185726,364.1447508129608,5811630
2015-06-24,360.7491149902344,366.22465824579245,359.3908362376272,364.18724011688164,2864319
2015-06-25,362.2347106933594,364.6116985331902,358.669243306325,361.21600161914614,4373706
2015-06-26,354.80670166015625,363.7203710934881,354.21244744945847,361.98009420238117,2623558
2015-06-29,351.3685607910156,353.15129459986656,344.66208051097146,350.64696437056375,3194613
2015-06-30,356.5893859863281,358.24477740166884,351.45341252709454,354.4670826664347,5214359
2015-07-01,360.3246154785156,363.7203122107344,356.8016052710832,359.687933120758,3142082
2015-07-02,367.7103271484375,371.95493476264267,361.2160734743435,363.33837728144607,4975741
2015-07-03,369.36566162109375,371.6577643246712,367.15847290314883,368.38940949514506,3975749
2015-07-06,367.6678466796875,371.9973389324158,364.8239467591522,365.46062918723493,2229083
2015-07-07,366.60662841796875,370.21455248819547,365.5879194306546,367.58288041794515,1311090
2015-07-08,365.2908020019531,367.58287563451677,359.2634621311786,364.1023225715965,3088205
2015-07-09,368.3470458984375,375.98732251202557,365.29091800574423,367.0311950898563,6238280
2015-07-10,355.95269775390625,370.129711288069,354.5519906956152,370.129711288069,5725932
2015-07-13,359.6879577636719,362.4045153355635,356.1649473148712,358.2447937399605,2771223
2015-07-14,358.49951171875,361.2160407992156,357.3959172883379,359.6879913948645,1532422
2015-07-15,359.0513000488281,362.31962626362133,357.01388172982695,358.2448183710452,2387269
2015-07-16,360.49444580078125,361.9800668425232,356.03761142098017,361.13112821348864,2347739
2015-07-17,361.51318359375,365.03619438478466,358.3721707824806,360.7915871390845,3436416
2015-07-20,364.5692443847656,367.15845970873426,360.87643474148393,360.87643474148393,2266929
2015-07-21,377.9822082519531,384.0944340652845,368.34697197714087,373.52537393541735,6657689
2015-07-22,373.01605224609375,380.95346917111976,371.7002016363765,375.6476959746766,3125401
2015-07-23,367.498046875,374.50163980919757,365.71531308282516,374.3743263201211,2619973
2015-07-24,368.3470458984375,372.59162485347747,365.1635757503699,367.9650191323145,2156436
2015-07-27,354.80670166015625,368.26209105584604,353.5757649886282,366.73404165168256,2565851
2015-07-28,348.0577697753906,360.7915916724937,347.2937450608328,355.6980744118234,3535491
2015-07-29,354.5519714355469,356.5045043071204,343.04908790193844,348.90665777123587,3834817
